Publisher Label,Publisher URI,Site reference,Site_name,Summary,Description 1,Description_2,Type 1,Type 2,Tags,Address_1,Address 2,Address 3,Postcode,Website 1,Website 2,Email,Phone,Category Attraction,Category - arts and culture,Category - food/drink producer,Category - nature/environment,Category - history/heritage,Category - ative lifestyles/sports,Category - open spaces,Category - shopping/retail,Category - family friendly,Category - venue for events,Venue_Description,All_Weather,Opening_Times,Accessibility,Pet friendly,Parking,Visit Time,UPRN,Easting,Northing,Latitude,Longitude,NSC_Map_Link,Google_Map_Link,Walk_Time_Bus,Nearest_Bus_Stop,Walk_Time_Train,Nearest_Train_Station,Directions,Nearest Bus Service,Image,Cost Free,Cost Details,Slug
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,20,Church Farm Real Pork,Locally reared farm pork from saddleback/large white cross pigs.,"Produce sold at local farmers and village markets, 
please contact for more information.",,Food and Drink,Goods for sale,Farm shop; Food and drink; Goods for sale,Long Meadow 101,Main Road,Cleeve,BS49 4PN,,,,01934 832 024,0,0,1,0,0,0,0,0,0,0,,not open to the public,not open to the public,not open to the public,not open to the public,not open to the public,not open to the public,24059410,346011,166118,51.39151726,-2.777331413,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=346011&y=166118,"https://www.google.co.uk/maps/place/@51.39151726080758,-2.777331412558892,17z",Less than 15 minutes,X2,Over 60 minutes,Yatton Railway Station,,,https://farm4.staticflickr.com/3434/5829527553_ceed478456.jpg,0,,Church-Farm-Real-Pork
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,19,Carol Delaney Secret Space,Secret Space art studio and display space,Ongoing exhibitions during the year,,Arts and culture,Studios,Arts and culture;Gallery; shopping;exhibtions; pictures,Secret Space,2a Boulevard,Weston-Super-Mare,BS23 1WJ,http://www.caroldelaney.co.uk/index.html,,caroldelaneyart@gmail.com,07503 111881,1,1,0,0,0,0,0,0,0,1,,indoors,All year round,check website,no,parking nearby,Up to 1 hour,24010381,332054,161658,51.34991693,-2.977042615,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=332054&y=161658,"https://www.google.co.uk/maps/place/@51.349916927973865,-2.977042615091538,17z",Less than 15 minutes,5,Less than 15 minutes,Weston-super-Mare Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2015/06/shutterstock_211443232.jpg,1,,Carol-Delaney-Secret-Space
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,18,Cadbury Hill Local Nature Reserve,"This beautiful site offers extensive views, lowland meadows, orchid slope, Iron Age hill fort, (a Scheduled Ancient Monument) and broad leaved woodland.","The nature reserve is home to a variety of butterflies and invertebrates, foraging bats and owls at dusk.",,Nature reserve,Walking,Landscape; Nature; Outdoors and active;  Picnic area; Walking,Cadbury Hill Local Nature Reserve,Henley Lane,Yatton,BS49 4JP,http://www.avonlocalnaturereserves.org.uk/reserve.asp?id=22,http://www.lnr.naturalengland.org.uk/Special/lnr/lnr_details.asp?C=0&N=&ID=1245,,,0,0,0,1,1,1,1,0,1,0,,outdoors,open all year,some steep gradients,dog friendly,onsite parking available (limited),up to 4 hours,24137111,344103,165170,51.38280888,-2.804601157,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=344103&y=165170,"https://www.google.co.uk/maps/place/@51.38280887836706,-2.8046011568265192,17z",Less than 15 minutes,X2,30 - 60 minutes,Yatton Railway Station,,,https://c1.staticflickr.com/1/258/18448606060_b2fcdb9602.jpg,1,,Cadbury-Hill-Local-Nature-Reserve
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,17,Bullocks Farm fishing lakes,"Established in 1995 and set in a beautiful rural location, there are five lakes including a specimen carp lake.","Bullocks Farm also offers onsite camping and self catering cottages. Events held throughout the year, see website for details.",,Fishing,Outdoors and active,Fishing; Outdoors and active,Bullocks Farm,Back Lane,Kingston Seymour,BS21 6XA,http://www.bullockfarm.co.uk/,,info@bullockfarm.co.uk,01934 835020,0,0,0,1,0,1,1,0,0,0,,outdoors,open all year except main bank holidays - see website,some restrictions - check website,check website for more details,onsite parking available,up to a whole day,24139147,340297,167839,51.40593989,-2.859679537,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=340297.18&y=167839.4,"https://www.google.co.uk/maps/place/@51.40593988729585,-2.8596795371087835,17z",15 - 30 minutes,X5,30 - 60 minutes,Yatton Railway Station,,,https://c2.staticflickr.com/8/7771/18160171491_4979b35f04.jpg,0,charges apply,Bullocks-Farm-fishing-lakes
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,16,Brockley Stores,"Stocking a vast range of fruit and veg, flowers and other groceries","The deli counter is also well stocked with hams, olives, other cold meats and a range of homemade products � quiches, pies, pasties, delicious cakes and biscuits.",,Food and Drink,Farm shop,Farm shop; Food and drink; Goods for sale,Brockley Stores,Main Road,Brockley,BS48 3AT,,,,01275 462 753,0,0,1,0,0,0,0,1,0,0,,indoors,open all year except main bank holidays - see website,accessible - check website for restrictions,check website for more details,onsite parking available,up to 30 minutes,24122707,346877,166721,51.39702069,-2.764976645,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=346877&y=166721,"https://www.google.co.uk/maps/place/@51.397020686587425,-2.764976644603744,17z",Less than 15 minutes,X1,30 - 60 minutes,Nailsea and Backwell Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2015/06/shutterstock_141202663.jpg,1,,Brockley-Stores
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,15,Bradleys Juices,Farm pressed juices and cider sold at local markets and events,More information about forthcoming events is available on the website or by contacting Bradleys Juices directly.,,Food and Drink,Drink producer,Drink; Food and drink; Goods for sale,Box Bush Farm,Box Bush Lane,Hewish,BS24 6UA,http://www.bradleysjuice.co.uk/,,info@bradleysjuice.co.uk,01934 822 356,0,0,1,0,0,0,0,0,0,0,,not open to the public,not open to the public,not open to the public,not open to the public,not open to the public,not open to the public,24038893,340118,162137,51.35513282,-2.86134489,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=340118&y=162137,"https://www.google.co.uk/maps/place/@51.35513282417039,-2.8613448895971256,17z",15 - 30 minutes,135,Over 60 minutes,Worle Parkway Railway Station,,,https://farm8.staticflickr.com/7796/17971145368_2a882bc8d8.jpg,0,,Bradleys-Juices
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,14,Blakehay Theatre,"The Blakehay is a community theatre in the centre of Weston super Mare. At all levels, the theatre aims to offer a high quality, friendly and diverse arts experience to all its attendees and staff.","The theatre operates as a live events venue, programming local and regional theatre, music and dance. The venue is also regularly hired by the RAFA concert band and Weston College Performing Arts department. 

The Blakehay Theatre has a 207 seat theatre and a cafe. There is full disabled access either front of house or backstage.",,Theatre,Attraction,Theatre; Music; Dance; Family Friendly;Venue,Blakehay Theatre,Wadham Street,Weston-Super-Mare,BS23 1JZ,http://blakehaytheatre.co.uk,,blakehay@wsm-tc.gov.uk,01934 645493,1,1,0,0,1,0,0,0,1,1,Available for hire for theatre and performing arts,indoors,special dates only - see website,some restrictions - check website,check website for more details,public parking is available nearby,up to 4 hours,24001969,331827,161810,51.35125629,-2.980330857,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=331827&y=161810,"https://www.google.co.uk/maps/place/@51.35125628699268,-2.9803308567438265,17z",Less than 15 minutes,C2,15 - 30 minutes,Weston-super-Mare Railway Station,,,https://c1.staticflickr.com/9/8768/17973300748_a1087a1def.jpg,0,"price per performance, details are available from the venue",Blakehay-Theatre
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,13,Birches Farm Shop,"Seasonal fruit, vegetables, plants and flowers also local free range eggs, honey, apple juice, organic milk, cream, butter, yogurt, cheeses and planted flower pots","The produce is sold at many local markets, contact for more details.",,Food and Drink,Farm shop,Farm shop; Food and drink; Goods for sale,Birches Farm,Cambridge Batch,Flax Bourton,BS48 3QS,,,,01275 462 857,0,0,1,0,0,0,0,1,0,0,,indoors,open all year except main bank holidays - see website,accessible - check website for restrictions,check website for more details,onsite parking available,up to 30 minutes,24093465,352459,169607,51.42346512,-2.685134314,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=352459&y=169607,"https://www.google.co.uk/maps/place/@51.42346511917758,-2.6851343142568775,17z",Less than 15 minutes,X9,Over 60 minutes,Nailsea and Backwell Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2015/08/Small-Veg-box.jpg,1,,Birches-Farm-Shop
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,12,Ben Crossmans Prime Farmhouse Cider,Local cider producer still producing the good stuff in the old fashioned way! Other local produce is also available from the farm shop,"Online shop now available, check website for more details.",,Food and Drink,Goods for sale,Food and drink; Cider; Goods for sale,Mayfield Farm,Hewish,Weston-Super-Mare,BS24 6RQ,http://crossmanscider.co.uk/,,info@crossmanscider.co.uk,01934 833 174,0,0,1,0,0,0,0,1,0,0,,indoors,open all year except main bank holidays - see website,accessible - check website for restrictions,dog friendly,onsite parking available,up to 30 minutes,24139144,347991,162806,51.36726525,-2.871459944,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=347991&y=162806,"https://www.google.co.uk/maps/place/@51.36726525302159,-2.8714599442216477,17z",Less than 15 minutes,135,30 - 60 minutes,Worle Parkway Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2015/06/shutterstock_257516356.jpg,1,,Ben-Crossman-s-Prime-Farmhouse-Cider
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,11,Beach Pottery and Gallery,"Pottery, ceramics, paintings and sculpture",,,Arts and culture,Studios,Arts and culture;Studio; pottery; ceramics; courses,14 The Beach,,Clevedon,BS21 7QU,,,,01275 875066,0,1,0,0,0,0,0,1,0,0,,indoors,,check website,No,parking nearby,Up to 1 hour,24042774,340274,171787,51.44190961,-2.860732077,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=340274&y=171787,"https://www.google.co.uk/maps/place/@51.441909611388844,-2.8607320765078748,17z",Less than 15 minutes,X6,Over 60 minutes,Yatton Railway Station,,,https://farm2.staticflickr.com/1624/24310490311_ea1c4b5852.jpg,1,,Beach-Pottery-and-Gallery
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,10,Barley Wood Walled Garden,Artists studios and award winning Ethicurean Restaurant,"Barley Wood Walled Garden is a carefully restored Victorian kitchen garden built for Henry Herbert Wills and his family in 1901. The Walled Garden has five resident artists whose Studios are open to the public. 

The garden grows a huge array of vegetables some of which are heritage and heirloom varieties. 

The garden has excellent examples of espaliers and cordon fruit trees","Paintings, pottery, garden ceramics, kiln formed glass and enamel. Courses and special events take place during the year. Please note that the opening times vary for each studio, and are not the same as the cafe opening times.",art and culture,Food and Drink,Food and Drink; Arts and Crafts; Restaurant; Local produce,Barley Wood Walled Garden,Long Lane,Wrington,BS40 5SA,http://www.walledgarden.co.uk,http://www.theethicurean.comhttp://www.theethicurean.com,,,1,1,1,1,1,0,1,1,1,1,"Restaurant, artists courses",indoors and outdoors,open all year except main bank holidays - see website,some restrictions - check website,check website for more details,onsite parking available,up to 4 hours,24065847,347991,162806,51.36192419,-2.748391192,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=347991&y=162806,"https://www.google.co.uk/maps/place/@51.36192418896828,-2.748391192136918,17z",Less than 15 minutes,135,Over 60 minutes,Yatton Railway Station,,,https://c2.staticflickr.com/8/7747/17972660259_8c1fcc7215.jpg,1,,Barley-Wood-Walled-Garden
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,9,Bakers of Nailsea Ltd,Butchers stocking high quality locally reared and processed meat,,,Food and Drink,Goods for sale,Food and drink; Goods for sale; Shop,36a,North Street,Nailsea,BS48 4BS,,,,01275 856 280,0,0,1,0,0,0,0,1,0,0,,indoors,open all year except main bank holidays - see website,accessible - check website for restrictions,no pets,onsite parking available,up to 30 minutes,24098617,346014,170379,51.42982781,-2.777937944,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=346014&y=170379,"https://www.google.co.uk/maps/place/@51.42982780571969,-2.777937943542821,17z",Less than 15 minutes,X54,30 - 60 minutes,Nailsea and Backwell Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2015/06/shutterstock_141202663.jpg,1,,Bakers-of-Nailsea-Ltd
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,8,Backwell Playhouse,"Backwell Playhouse is a charming, intimate theatre in the south of Bristol.","The theatre boasts a strong and talented in house theatre company and a thriving film club, as well as a stream of visiting companies and classes, all nestled within the heart of Backwell.",,Arts and culture,Live entertainment,Arts and culture;Theatre group; local productions; acting,Backwell Playhouse,23 Mariners Drive,Backwell,BS48 3HT,http://www.backwellplayhouse.co.uk,,,,0,1,0,0,0,0,0,0,1,0,,Indoors and outdoors,,dependent on location,No,parking normally available nearby,Up to 3 hours,24071074,348316,168875,51.41652046,-2.74460872,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=348316&y=168875,"https://www.google.co.uk/maps/place/@51.41652046208745,-2.744608720294355,17z",Less than 15 minutes,X8,Less than 15 minutes,Nailsea and Backwell Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2016/01/Backwell-playhouse-e1453823001932.jpg,0,charges apply,Backwell-Playhouse
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,7,Backwell Lake Local Nature Reserve,"Since construction in the 1970s, Backwell lake has become an important site for wildfowl and dragonflies and also as a foraging area for bats.","Backwell Lake was constructed in the mid 1970s as a balancing pond and is owned by Wessex Water. 

The site consists of an area of open water with a small island and some marginal vegetation.",,Nature reserve,Walking,Landscape; Nature; Outdoors and active; Picnic area; Walking,Backwell Lake,Station Road,Backwell,,http://www.avonlocalnaturereserves.org.uk/reserve.asp?id=21,,,,0,0,0,1,0,1,1,0,1,0,,outdoors,open all year,accessible,dog friendly,onsite parking available,up to 2 hours,24142386,347712,169460,51.42172865,-2.753380453,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=347711.97&y=169460.44,"https://www.google.co.uk/maps/place/@51.42172864914211,-2.7533804529507537,17z",Less than 15 minutes,X8,Less than 15 minutes,Nailsea and Backwell Railway Station,,,https://c2.staticflickr.com/8/7780/17974500270_20a04f112a.jpg,1,,Backwell-Lake-Local-Nature-Reserve
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,6,Avon Cycleway,"A long distance 85 mile circular route around Bristol taking in wooded hillsides, section of Somerset levels, coast and dramatic Avon Gorge. Some sections traffic free but route mainly on country road","This varied route includes wooded hillsides, a section of the Somerset levels and beautiful coastline. 

The cycleway is signed as Sustrans National Route 410.",,Cycling,Outdoors and active,Cycling; Nature; Outdoors and active,Various Start/stop Points From Pill To Brockley,,,,http://avoncycleway.info/,http://www.sustrans.org.uk/ncn/map/route/avon-cycleway,avoncycleway@yahoo.co.uk,,0,0,0,1,1,1,1,0,1,0,,outdoors,open all year,some restrictions - check website,dog friendly,public parking is available nearby,up to a whole day,24051251,343709,163819,51.37064082,-2.810091287,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=343709&y=163819,"https://www.google.co.uk/maps/place/@51.37064082345592,-2.810091287475436,17z",Less than 15 minutes,X7,30 - 60 minutes,Yatton Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2015/06/shutterstock_151231154.jpg,1,,Avon-Cycleway
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,5,Astills of Worle,Family run craft bakery established for over 30 years.,"Producing quality bread, cakes, pastries, filled rolls and sandwiches. 

Produce is also sold at local farmers markets",,Food and Drink,Bakery,Bakery; Food and drink; Goods for sale; Shop,175,High Street,Worle,BS22 6JA,,,astillbakery@aol.com,01934 514101,0,0,1,0,0,0,0,1,0,0,,indoors,open all year except main bank holidays - see website,accessible - check website for restrictions,no pets,public parking is available nearby,less than 15 minutes,24026948,335558,162796,51.36055745,-2.926941106,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=335558&y=162796,"https://www.google.co.uk/maps/place/@51.36055745368426,-2.926941105620649,17z",Less than 15 minutes,7,15 - 30 minutes,Worle Parkway Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2015/06/shutterstock_205914964.jpg,1,,Astills-of-Worle
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,4,Ashton Court country park and mansion,Country park and mansion with 850 acres of woodland and grassland and many activities,"Ashton Court is home to cafes, woodland garden, picnic area, cycle trail and natural play area. 

Admission is free, although there is a charge for admission to some events which take place on the estate. 

Access may be restricted on some major event days.",Ashton Court is the third most visited country park in England,Attraction,Outdoors and active,Attraction; Heritage; Gardens and parks; Historic Structure/site,Ashton Court,,Long Ashton,BS41 9JN,http://www.bristol.gov.uk/page/leisure-and-culture/ashton-court-estate,,,0117 963 9174,1,0,0,1,1,1,1,0,1,1,Mansion available for hire for functions including weddings and parties,indoors and outdoors,open all year,some steep gradients,dog friendly,onsite parking available,up to a whole day,24080508,355746,171828,51.44370119,-2.638141365,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=355746&y=171828,"https://www.google.co.uk/maps/place/@51.443701188681345,-2.638141365440141,17z",Less than 15 minutes,71,Over 60 minutes,Nailsea and Backwell Railway Station,,,https://c2.staticflickr.com/6/5321/17274973384_88116edb90.jpg,1,,Ashton-Court-country-park-and-mansion
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,3,Ashley Olsen Greengrocers,"Traditional greengrocers selling locally sourced fruit and vegetables, eggs, honey and preserves.",,,Food and Drink,Goods for sale,Food and drink; Goods for sale; Shop,70,Silver Street,Nailsea,BS48 2DS,,,,01275 792 259,0,0,1,0,0,0,0,1,0,0,,indoors,open all year except main bank holidays - see website,accessible - check website for restrictions,check website for more details,public parking is available nearby,up to 30 minutes,24060669,346862,170757,51.43330663,-2.76579808,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=346862&y=170757,"https://www.google.co.uk/maps/place/@51.43330663357655,-2.7657980798430835,17z",Less than 15 minutes,X54,30 - 60 minutes,Nailsea and Backwell Railway Station,,,http://discovernorthsomerset.co.uk/wp-content/uploads/2015/08/tomatoes-e1438609000902.jpg,1,,Ashley-Olsen-Greengrocers
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,2,Acorn Fishing Lakes,"A 3.5 acre carp lake, home to competitions and fishing throughout the year","The lake stocks around 700 carp and has a cafe that is open for events and some mornings, check website for more details.",,Fishing,Outdoors and active,Fishing; Outdoors and active,Acorn Carp Fishery,Lampley Road,Kingston Seymour,BS21 6XS,http://www.acornfishery.com/,,adrian.bartlett@btconnect.com,01934 834050,0,0,0,1,0,1,1,0,0,0,,outdoors,open all year except main bank holidays - see website,some restrictions - check website,check website for more details,onsite parking available,up to a whole day,24123813,340844,166834,51.39743874,-2.851703303,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=340844&y=166834,"https://www.google.co.uk/maps/place/@51.3974387439716,-2.8517033025169813,17z",15 - 30 minutes,X5,30 - 60 minutes,Yatton Railway Station,,,https://c2.staticflickr.com/8/7771/18160171491_4979b35f04.jpg,0,charges apply,Acorn-Fishing-Lakes
North Somerset Council,http://opendatacommunities.org/id/unitary-authority/north-somerset,1,Abbots Leigh Ponds,A 2 mile walk of medium difficulty/Cycle. Wet and muddy in winter.,This walk was originally featured in the North Somerset Council Family Explorer leaflet,,Walking,Outdoors and active,Walking; Nature; Outdoors and active; Landscape; History,Abbots Pool,Sandy Road,Lower Failand,,http://innorthsomerset.co.uk/locate/Family-Explorer-A2.pdf,,,,0,0,0,1,1,0,1,0,1,0,,outdoors,open all year,some restrictions - check website,pets allowed,public parking is available nearby,up to 4 hours,24143071,353370,173240,51.45548368,-2.669853776,http://map.n-somerset.gov.uk/MyNS.html?scale=2000&x=353370&y=173240,"https://www.google.co.uk/maps/place/@51.45548367839731,-2.6698537760392904,17z",15 - 30 minutes,X4,Over 60 minutes,Nailsea and Backwell Railway Station,,,https://farm9.staticflickr.com/8831/18162460291_e165ed65d9.jpg,0,,Abbots-Leigh-Ponds
